experience,country,education,languages,frameworks,company_size,salary_usd
39,USA,Some College,"JavaScript, Python","Angular, Ruby on Rails",1-10,201517
11,USA,Bachelors,"Python, C#","Spring, ASP.NET",5000+,158206
4,USA,Masters,"C#, Java","ASP.NET, Django",51-200,110004
34,India,Masters,"Swift, Python","Laravel, Vue",51-200,147356
20,Singapore,Bachelors,"JavaScript, JavaScript","Spring, Vue",201-1000,101521
0,USA,Bachelors,"Rust, C++","Express, Django",5000+,98873
27,USA,Bachelors,"Swift, C++","Flask, Django",11-50,186065
24,Canada,Bachelors,"Swift, Java","Django, Django",1001-5000,128215
9,USA,Bachelors,"Java, C#","Vue, Vue",201-1000,129902
12,UK,Bachelors,"Go, Rust","ASP.NET, Laravel",201-1000,89329
12,Germany,Bachelors,"Ruby, Swift","Vue, Spring",51-200,114244
36,France,Bachelors,"JavaScript, JavaScript","Express, Vue",5000+,165757
8,Japan,Bachelors,"Ruby, Go","Laravel, Express",1001-5000,61724
3,India,Bachelors,"Swift, C++","Angular, Express",11-50,22323
24,Germany,Bachelors,"Java, C#","Laravel, Spring",51-200,109362
20,USA,Bachelors,"Swift, Go","Express, ASP.NET",1001-5000,145150
5,USA,Masters,"Rust, Ruby","React, Angular",51-200,128490
22,USA,Bachelors,"C#, JavaScript","Angular, Spring",51-200,147344
8,USA,Bachelors,"Go, Ruby","Express, Vue",11-50,92929
31,USA,High School,"Python, Swift","React, Flask",5000+,235986
16,USA,Bachelors,"Java, JavaScript","Ruby on Rails, Flask",1-10,163510
4,India,Bachelors,"Java, Python","Flask, Django",51-200,28585
9,USA,Bachelors,"Rust, JavaScript","Angular, Laravel",11-50,122927
21,USA,Bachelors,"C#, Python","ASP.NET, Angular",201-1000,136425
7,Canada,Masters,"Rust, JavaScript","Django, Vue",11-50,77385
9,USA,Bachelors,"Python, Go","React, Spring",11-50,94747
3,USA,Bachelors,"JavaScript, Swift","ASP.NET, Express",51-200,99901
11,UK,Bachelors,"Rust, JavaScript","ASP.NET, React",1001-5000,91545
3,USA,PhD,"Java, C#","Django, Express",5000+,117864
37,Canada,Bachelors,"Ruby, Go","ASP.NET, Flask",201-1000,144778
30,USA,Masters,"C++, Rust","ASP.NET, Ruby on Rails",51-200,204011
6,USA,Bachelors,"C#, PHP","Vue, Angular",1-10,103382
21,USA,Bachelors,"Rust, C#","Vue, Angular",201-1000,139095
20,Australia,High School,"Rust, Swift","Django, Django",1-10,108667
31,Canada,PhD,"Python, C++","Laravel, Angular",201-1000,139919
35,India,Masters,"Ruby, Go","Express, Ruby on Rails",5000+,134153
23,Singapore,Bachelors,"Ruby, PHP","Django, Django",1001-5000,122522
13,USA,Bachelors,"Python, Swift","Spring, Express",51-200,138217
15,Germany,Masters,"JavaScript, Python","React, Spring",201-1000,135617
2,UK,Bachelors,"Rust, PHP","ASP.NET, React",201-1000,58892
34,Canada,Bachelors,"JavaScript, Go","Angular, Flask",1001-5000,133843
39,Canada,Bachelors,"Java, C++","Laravel, Django",201-1000,142976
26,Canada,Bachelors,"Swift, Go","Ruby on Rails, ASP.NET",11-50,152744
9,UK,Some College,"Swift, Ruby","Laravel, Ruby on Rails",201-1000,74993
9,Canada,Bachelors,"C#, Go","Django, Express",11-50,73335
39,India,Masters,"Ruby, Ruby","Spring, Express",11-50,135837
35,France,Bachelors,"Swift, Ruby","Express, Angular",1001-5000,178706
19,USA,Masters,"Rust, C#","ASP.NET, Flask",11-50,148835
33,USA,Masters,"C++, Python","Express, Django",5000+,173804
15,Germany,Masters,"JavaScript, Swift","Vue, Express",51-200,121415
26,France,Masters,"Swift, JavaScript","Ruby on Rails, Flask",1-10,142812
7,USA,Masters,"Rust, JavaScript","Ruby on Rails, Spring",5000+,138187
22,USA,Bachelors,"Java, Ruby","Django, Django",201-1000,185574
36,India,Bachelors,"Rust, Rust","Express, Vue",5000+,147373
36,France,Bachelors,"Ruby, Go","Vue, Django",1-10,178836
21,Australia,Bachelors,"Java, Java","Spring, Django",1-10,123517
26,USA,Bachelors,"Python, Rust","ASP.NET, Vue",201-1000,136214
27,Singapore,Bachelors,"PHP, Swift","Angular, Flask",51-200,121464
13,Canada,Bachelors,"Rust, Go","Laravel, Laravel",5000+,120802
12,Germany,Masters,"PHP, PHP","Flask, Express",5000+,142476
23,UK,Masters,"Swift, C#","Flask, Express",51-200,157305
17,USA,Bachelors,"PHP, Java","Flask, Flask",51-200,123597
34,USA,Bachelors,"Go, Java","Django, Express",1-10,209451
27,Australia,Bachelors,"Go, Swift","Express, Ruby on Rails",1001-5000,134483
4,USA,Bachelors,"Rust, Ruby","Ruby on Rails, Django",1001-5000,83246
36,USA,PhD,"Python, JavaScript","Angular, Laravel",11-50,226118
19,USA,Masters,"Go, C#","Express, Flask",1001-5000,140622
31,USA,Masters,"Java, Python","ASP.NET, Spring",1-10,205203
7,France,Bachelors,"JavaScript, Java","Laravel, Ruby on Rails",201-1000,63775
6,USA,Bachelors,"JavaScript, Python","Vue, Ruby on Rails",11-50,111680
21,UK,Bachelors,"Java, Java","React, Laravel",51-200,103951
29,USA,Bachelors,"C#, PHP","ASP.NET, Laravel",11-50,171073
11,UK,Masters,"PHP, Rust","Laravel, Laravel",5000+,131191
21,France,Masters,"JavaScript, Swift","React, Spring",1001-5000,112030
26,Australia,Masters,"Ruby, Swift","Angular, Spring",51-200,129965
38,USA,Bachelors,"JavaScript, JavaScript","Express, Flask",5000+,211120
31,USA,Masters,"Swift, PHP","Angular, Angular",1001-5000,170301
35,Canada,Masters,"PHP, PHP","Spring, Vue",201-1000,188189
0,USA,Masters,"Rust, Java","ASP.NET, Express",11-50,116963
18,Germany,Bachelors,"C#, Rust","Angular, Vue",11-50,98564
16,UK,Bachelors,"JavaScript, Java","ASP.NET, Express",1-10,101354
39,Germany,Masters,"Java, Java","Laravel, Laravel",5000+,240298
16,USA,Masters,"Go, Swift","ASP.NET, Laravel",1-10,164888
31,Germany,Masters,"C#, Ruby","Spring, Ruby on Rails",5000+,188712
14,USA,Bachelors,"Go, PHP","Spring, ASP.NET",201-1000,108491
27,Japan,Bachelors,"Swift, JavaScript","Laravel, Laravel",1-10,141811
7,USA,Masters,"PHP, Rust","Angular, React",1-10,137524
27,USA,Masters,"JavaScript, C#","Angular, Angular",51-200,153184
0,USA,Masters,"Java, C#","Django, ASP.NET",1001-5000,114303
31,USA,Masters,"C#, PHP","Django, Laravel",201-1000,166856
11,Canada,Bachelors,"Go, Rust","Spring, Vue",51-200,86333
9,USA,High School,"Rust, Rust","Spring, Angular",201-1000,109269
2,USA,Some College,"Java, Ruby","React, Laravel",1001-5000,110441
16,UK,Masters,"Rust, Go","React, Django",11-50,137534
25,Japan,Bachelors,"Java, Ruby","ASP.NET, React",201-1000,137818
35,Singapore,Bachelors,"C++, Rust","Spring, ASP.NET",201-1000,164297
28,UK,Bachelors,"Java, Rust","ASP.NET, Django",5000+,158856
30,USA,High School,"C#, Rust","ASP.NET, ASP.NET",1-10,209214
17,Germany,Bachelors,"PHP, Ruby","Angular, Spring",11-50,97017
40,Canada,Bachelors,"Java, C#","Spring, ASP.NET",1001-5000,214875
26,UK,PhD,"Java, Rust","Angular, Ruby on Rails",51-200,183601
12,Germany,Bachelors,"Rust, Go","Spring, Spring",51-200,89678
13,Canada,Bachelors,"PHP, Swift","Django, Express",51-200,80633
10,USA,PhD,"PHP, JavaScript","Flask, Express",51-200,127348
11,Canada,Bachelors,"JavaScript, Ruby","Express, Spring",5000+,96286
35,Germany,Bachelors,"Swift, PHP","Flask, Laravel",201-1000,134401
7,Japan,Some College,"Go, JavaScript","Spring, ASP.NET",51-200,83960
0,Japan,Some College,"Java, PHP","Spring, Angular",51-200,40347
5,Singapore,Masters,"Swift, JavaScript","React, Django",5000+,76546
11,USA,Bachelors,"Java, Rust","Vue, Flask",1-10,102649
34,Canada,Masters,"C++, C#","ASP.NET, Laravel",201-1000,143698
35,UK,Bachelors,"PHP, Swift","Vue, Express",11-50,138292
22,USA,Bachelors,"Go, Java","React, Spring",5000+,193079
28,Canada,Some College,"Rust, Swift","React, Ruby on Rails",51-200,144966
39,UK,Bachelors,"C++, C#","ASP.NET, Django",5000+,206262
15,USA,High School,"Ruby, C++","Laravel, Spring",5000+,129043
8,Canada,Bachelors,"Ruby, C#","Express, Laravel",11-50,100184
10,USA,Some College,"C++, Python","ASP.NET, Angular",5000+,116922
21,USA,Bachelors,"Swift, Swift","Spring, ASP.NET",1001-5000,178127
15,India,High School,"Go, C#","Flask, React",1001-5000,55293
25,USA,Masters,"Go, JavaScript","Ruby on Rails, Laravel",201-1000,143291
13,Germany,Bachelors,"Go, PHP","Django, Express",5000+,98507
23,UK,Masters,"JavaScript, C#","Ruby on Rails, React",11-50,139968
38,UK,Masters,"Python, Go","Laravel, Vue",5000+,233168
34,USA,Masters,"Rust, Ruby","Flask, Spring",51-200,228268
30,USA,Bachelors,"C++, Rust","ASP.NET, Flask",5000+,204022
20,UK,Masters,"Swift, JavaScript","Spring, Laravel",1001-5000,131775
3,Japan,Masters,"JavaScript, Go","Laravel, React",1-10,72664
24,UK,Some College,"C#, Swift","Spring, Ruby on Rails",5000+,133662
2,UK,Bachelors,"C++, C#","Laravel, Angular",1-10,62519
31,Canada,Bachelors,"JavaScript, C#","Django, Django",5000+,157283
11,France,Masters,"Go, Ruby","Laravel, React",5000+,117554
36,India,Masters,"C++, JavaScript","Flask, Flask",5000+,162119
32,UK,Masters,"Python, Java","Spring, Angular",201-1000,159230
24,USA,Bachelors,"C#, Rust","Express, Django",5000+,142444
7,USA,Bachelors,"Rust, C#","Django, Angular",5000+,109408
34,Germany,Masters,"Ruby, JavaScript","ASP.NET, Spring",5000+,195417
11,Germany,High School,"Rust, Python","Django, ASP.NET",1-10,83435
2,India,Some College,"Go, Go","Angular, React",1-10,18940
10,Germany,Bachelors,"Go, PHP","Angular, Ruby on Rails",11-50,95574
28,Canada,Masters,"Swift, PHP","Express, Spring",51-200,148044
33,Germany,Bachelors,"Python, JavaScript","Flask, Express",5000+,188154
37,UK,Bachelors,"C++, Java","Ruby on Rails, Ruby on Rails",1-10,185792
23,Japan,Masters,"JavaScript, Java","Spring, Angular",51-200,113390
26,Germany,Bachelors,"Python, Swift","Spring, Spring",1-10,149678
9,USA,Bachelors,"Ruby, PHP","Vue, Spring",5000+,119524
20,UK,Masters,"Python, Swift","Vue, ASP.NET",1001-5000,136261
1,Germany,PhD,"Go, Rust","Flask, ASP.NET",1001-5000,83538
23,USA,Bachelors,"JavaScript, C#","React, React",51-200,156259
17,UK,Bachelors,"JavaScript, Python","Flask, Spring",5000+,145827
17,Japan,Some College,"Python, Swift","ASP.NET, Vue",201-1000,102690
10,France,Masters,"JavaScript, JavaScript","React, React",11-50,95531
24,Germany,Masters,"Rust, Rust","Angular, Express",1-10,156216
32,Australia,Bachelors,"Python, Java","React, Ruby on Rails",11-50,162040
4,France,Bachelors,"Swift, Go","Flask, Angular",1001-5000,66281
5,Germany,Some College,"JavaScript, C++","Flask, Django",5000+,98137
27,Canada,Some College,"PHP, Go","ASP.NET, ASP.NET",1001-5000,155437
32,Australia,Bachelors,"Swift, Rust","Ruby on Rails, Vue",51-200,126639
4,USA,Masters,"Rust, C++","Django, Angular",1-10,132119
39,USA,Masters,"JavaScript, Rust","React, Spring",1-10,202449
26,USA,Bachelors,"Go, C#","React, Django",51-200,186715
21,Canada,Masters,"Ruby, C#","Vue, Ruby on Rails",1001-5000,125304
27,USA,Bachelors,"PHP, Rust","React, React",1-10,148294
36,UK,Bachelors,"Rust, Rust","Express, Express",1-10,185978
14,Canada,Bachelors,"C++, JavaScript","Vue, Angular",1-10,106661
3,USA,Bachelors,"PHP, C#","Ruby on Rails, Vue",51-200,97354
24,UK,Bachelors,"PHP, Go","Spring, Spring",1001-5000,130069
3,USA,PhD,"Java, Ruby","Django, Ruby on Rails",1001-5000,117592
25,UK,Bachelors,"Swift, PHP","ASP.NET, Ruby on Rails",201-1000,125175
6,Australia,Bachelors,"Rust, C++","Django, Vue",11-50,79648
25,France,Bachelors,"Go, PHP","Spring, React",11-50,140916
8,Singapore,Masters,"Ruby, Python","Vue, Spring",1-10,77559
6,France,Some College,"JavaScript, Python","Ruby on Rails, ASP.NET",5000+,82412
35,USA,PhD,"JavaScript, Java","ASP.NET, Angular",5000+,235183
27,Australia,Some College,"C++, Python","Laravel, Angular",201-1000,126669
39,France,Bachelors,"C++, Swift","Flask, Vue",5000+,173114
11,India,Bachelors,"Rust, Rust","Spring, Spring",5000+,64695
4,USA,Masters,"Go, PHP","Vue, Laravel",201-1000,111546
39,Germany,PhD,"PHP, Swift","Vue, Express",201-1000,167799
36,Japan,Masters,"Ruby, JavaScript","Angular, Vue",1001-5000,144228
31,USA,Masters,"JavaScript, PHP","React, React",1001-5000,196737
16,Brazil,High School,"PHP, Python","Flask, React",201-1000,114764
22,UK,Bachelors,"PHP, Java","Angular, Flask",51-200,118694
15,USA,Bachelors,"C++, Rust","Ruby on Rails, ASP.NET",11-50,130814
7,Australia,Bachelors,"Java, JavaScript","Vue, Django",1001-5000,67376
32,Japan,Bachelors,"JavaScript, C#","Laravel, Flask",51-200,153172
14,Australia,Bachelors,"Swift, C++","Laravel, Vue",1001-5000,89042
3,USA,High School,"Go, C++","Django, Express",51-200,85570
1,France,Bachelors,"C#, Python","Django, Angular",1001-5000,61092
23,France,Bachelors,"PHP, Ruby","Express, Vue",11-50,104414
26,Canada,High School,"JavaScript, Rust","Laravel, Laravel",11-50,112807
2,UK,Some College,"Go, Go","Django, Laravel",201-1000,60365
7,USA,Masters,"Java, Ruby","Vue, Angular",11-50,127546
2,India,Bachelors,"JavaScript, Swift","Angular, Angular",51-200,17130
36,France,High School,"Ruby, JavaScript","React, Ruby on Rails",1001-5000,168758
40,USA,Bachelors,"C#, Swift","Express, ASP.NET",11-50,207472
14,Germany,Masters,"Ruby, Python","React, Laravel",1-10,132034
22,USA,Some College,"C++, Python","Express, Ruby on Rails",5000+,203171
18,USA,Masters,"Python, Rust","Vue, Spring",11-50,183189
12,Germany,Masters,"Python, Go","Vue, Ruby on Rails",51-200,107271
8,Canada,Bachelors,"Python, Rust","React, React",201-1000,76989
16,France,Masters,"Rust, Swift","Laravel, Vue",51-200,117878
16,India,Bachelors,"C#, Swift","Flask, Spring",1001-5000,67185
20,France,Some College,"C#, Rust","Django, Laravel",1001-5000,92251
14,USA,Masters,"C++, PHP","Vue, Vue",1001-5000,121612
36,Brazil,Masters,"JavaScript, C#","React, Express",5000+,214530
28,USA,PhD,"Ruby, PHP","ASP.NET, Ruby on Rails",1001-5000,178930
36,UK,Some College,"JavaScript, Rust","Angular, Flask",51-200,198054
14,Canada,Some College,"PHP, Swift","React, Spring",11-50,112391
7,USA,Masters,"PHP, Swift","Ruby on Rails, Django",1001-5000,112108
10,UK,Bachelors,"Swift, C++","Angular, Express",1001-5000,76449
12,USA,Bachelors,"Go, Python","Flask, Flask",201-1000,102320
35,Singapore,Masters,"C++, Ruby","Ruby on Rails, Flask",201-1000,151084
36,USA,Bachelors,"Rust, Swift","Laravel, Angular",1001-5000,230956
39,UK,Masters,"Python, JavaScript","Angular, Laravel",1001-5000,177956
38,France,Masters,"C++, JavaScript","React, Flask",51-200,198712
8,India,Masters,"Swift, C#","Ruby on Rails, Laravel",201-1000,43977
17,France,High School,"Python, JavaScript","Flask, Laravel",201-1000,92740
8,Canada,High School,"Python, Swift","Spring, Flask",11-50,68705
8,Germany,PhD,"Python, Python","Laravel, Laravel",1001-5000,85630
6,Germany,Masters,"Rust, Ruby","Ruby on Rails, Spring",1-10,102316
40,France,Some College,"C++, JavaScript","Express, Ruby on Rails",5000+,216298
24,Canada,Masters,"PHP, C++","ASP.NET, Ruby on Rails",1-10,134649
25,USA,Some College,"Python, C++","Express, Django",5000+,159473
35,USA,Masters,"C#, Rust","Ruby on Rails, Angular",5000+,196267
21,India,Bachelors,"Swift, C#","ASP.NET, Angular",1001-5000,71614
7,France,Masters,"Java, Python","Express, Laravel",51-200,78314
7,Canada,Bachelors,"C#, Ruby","React, Django",51-200,85162
24,India,Bachelors,"C#, Python","Flask, Vue",201-1000,100613
23,UK,High School,"PHP, Python","Angular, Laravel",1001-5000,140750
40,USA,Bachelors,"Ruby, Ruby","Ruby on Rails, ASP.NET",1001-5000,208536
39,UK,Masters,"Ruby, Go","Laravel, Django",11-50,189065
28,USA,Bachelors,"Java, JavaScript","Ruby on Rails, Angular",201-1000,152156
0,Japan,Bachelors,"Rust, Python","Angular, Ruby on Rails",1001-5000,42456
16,Canada,Masters,"PHP, Ruby","Flask, Laravel",1-10,133432
15,USA,Some College,"Rust, Java","ASP.NET, Laravel",201-1000,146077
22,Australia,Some College,"Java, JavaScript","Flask, Flask",5000+,122644
38,India,PhD,"Rust, PHP","Laravel, Spring",5000+,146067
11,UK,Bachelors,"Java, Ruby","Laravel, Spring",1-10,89940
24,USA,Bachelors,"Java, Go","Express, Laravel",51-200,138532
19,Germany,Bachelors,"Python, Ruby","Spring, Django",201-1000,103897
3,Canada,Bachelors,"C++, PHP","Spring, Ruby on Rails",201-1000,63786
23,Germany,Bachelors,"C++, Rust","React, Laravel",1-10,124269
30,USA,Bachelors,"Ruby, JavaScript","Flask, Express",1-10,202519
35,USA,Masters,"Swift, JavaScript","Vue, Angular",1001-5000,196855
31,Japan,Masters,"Swift, Python","Vue, Flask",201-1000,163921
28,UK,Some College,"Java, JavaScript","Laravel, React",1001-5000,147507
38,USA,High School,"Java, Rust","Spring, Angular",1-10,193507
11,USA,Bachelors,"Go, PHP","Flask, ASP.NET",1001-5000,133029
1,UK,Bachelors,"C#, Swift","Vue, Flask",51-200,69678
28,USA,Bachelors,"Java, JavaScript","ASP.NET, Flask",5000+,194961
31,Canada,PhD,"JavaScript, Rust","Vue, Flask",201-1000,153573
2,Canada,Masters,"C++, Ruby","Spring, Laravel",5000+,74764
38,USA,Masters,"C++, Ruby","React, Vue",1-10,215593
27,Canada,Bachelors,"JavaScript, Rust","Vue, React",201-1000,113260
27,Brazil,Masters,"Java, JavaScript","Flask, ASP.NET",201-1000,154182
7,USA,Masters,"Ruby, Go","ASP.NET, Spring",201-1000,129660
20,USA,Bachelors,"Go, Python","Django, React",51-200,155707
30,Germany,Masters,"C#, Swift","Vue, Flask",5000+,207056
21,Japan,Masters,"Swift, Python","Vue, Flask",11-50,130033
36,Canada,Bachelors,"Ruby, Ruby","Spring, ASP.NET",5000+,159114
1,Canada,Bachelors,"C++, PHP","Django, Vue",11-50,64999
10,Australia,Bachelors,"Swift, Ruby","Laravel, Laravel",51-200,95517
1,USA,Bachelors,"Go, Swift","ASP.NET, Ruby on Rails",1001-5000,95163
33,UK,Bachelors,"C++, Rust","Flask, Express",201-1000,149915
31,USA,Some College,"C++, Java","Flask, Ruby on Rails",51-200,160558
0,Germany,High School,"C++, PHP","Vue, Express",1-10,57246
17,USA,PhD,"C++, C++","Ruby on Rails, Angular",201-1000,129230
21,UK,Some College,"Java, PHP","Spring, Django",1-10,114940
0,USA,Masters,"JavaScript, C#","Spring, ASP.NET",5000+,133925
23,USA,Bachelors,"Swift, JavaScript","React, Laravel",201-1000,132968
6,USA,Bachelors,"C#, Rust","Vue, Flask",1001-5000,115869
11,UK,Bachelors,"JavaScript, Python","Django, Vue",51-200,103448
6,USA,Masters,"Go, PHP","ASP.NET, ASP.NET",51-200,111923
32,Canada,Bachelors,"Go, C++","Vue, Laravel",1001-5000,169555
4,Brazil,Bachelors,"Ruby, Swift","ASP.NET, Laravel",5000+,69628
26,UK,Some College,"Java, Rust","React, Laravel",51-200,127962
30,France,Bachelors,"Java, Swift","Django, Spring",1-10,121386
28,USA,Masters,"Java, C++","Ruby on Rails, Angular",11-50,169720
7,India,Bachelors,"JavaScript, C#","Vue, Vue",1-10,31490
39,USA,Masters,"JavaScript, Python","Express, ASP.NET",201-1000,248516
9,USA,Bachelors,"Ruby, Go","Spring, Express",1-10,130266
29,USA,Masters,"Python, Ruby","ASP.NET, Flask",51-200,154409
33,UK,Bachelors,"JavaScript, Rust","Angular, Django",201-1000,153869
8,Australia,Masters,"PHP, Go","React, Vue",201-1000,67322
27,USA,Masters,"PHP, C#","Spring, Express",51-200,185164
1,Singapore,Masters,"Java, Swift","Ruby on Rails, Django",201-1000,72311
12,USA,PhD,"Ruby, Java","Angular, Laravel",1-10,118620
26,India,Masters,"Ruby, PHP","React, ASP.NET",201-1000,113554
34,Australia,Masters,"Rust, JavaScript","Vue, Flask",51-200,191551
38,Brazil,Bachelors,"Ruby, Python","Vue, Laravel",51-200,182554
16,Canada,PhD,"Python, Go","Ruby on Rails, Ruby on Rails",1-10,129972
9,France,Masters,"Swift, Python","Spring, Express",5000+,97974
8,USA,Masters,"Java, Python","Laravel, Ruby on Rails",201-1000,104961
8,USA,Masters,"Swift, Ruby","Django, React",201-1000,102052
40,USA,Masters,"Ruby, Python","Django, Flask",51-200,260424
7,France,Masters,"JavaScript, C++","Ruby on Rails, ASP.NET",1-10,80300
13,USA,High School,"C++, JavaScript","Ruby on Rails, Spring",1001-5000,131230
21,USA,Bachelors,"Ruby, C#","Spring, Flask",5000+,188903
26,USA,Bachelors,"JavaScript, Java","Vue, Vue",5000+,167950
4,Singapore,Masters,"Swift, Python","Django, Spring",5000+,90067
9,Brazil,Bachelors,"Swift, Java","Laravel, ASP.NET",201-1000,82314
26,USA,PhD,"Rust, C++","Vue, Django",51-200,221046
38,India,Masters,"Ruby, Python","ASP.NET, Express",1001-5000,165298
26,Germany,High School,"JavaScript, Go","Express, Flask",1001-5000,122905
33,Japan,Bachelors,"Ruby, Java","Angular, React",201-1000,126221
19,Canada,Bachelors,"C++, Rust","Spring, React",1001-5000,104505
1,USA,Bachelors,"Go, C++","React, React",5000+,88447
32,Germany,PhD,"JavaScript, C#","Spring, Flask",1-10,154963
15,UK,Bachelors,"PHP, C++","Ruby on Rails, React",201-1000,114236
